app,review,sentiment
payme,Foydali va qulay 👍👍👍👍👍,Positive
payme,juda ham zo'r ekan👍👍👍,Positive
payme,👍,Positive
payme,Eng zor,Positive
payme,Eng yaxshi men uchun,Positive
payme,zor,Positive
payme,Классно спасибо большое за информацию,Positive
payme,zor,Positive
payme,qulay (удобно),Positive
payme,Gap yo‘q super,Positive
payme,хороший предложение,Positive
payme,Спасибо разработчикам что сделали такой классный приложения мне очень нравится эта приложения скачайте эта приложения особенно надо играманов который в играх данатерует не надо паспорта эта виртуальная карта,Positive
payme,Ishlashi zur agar uzgarmaca,Positive
payme,лучший предложение,Positive
payme,Отличное приложение! Только вот жаль кэшбека нет( ( (,Positive
payme,zor,Positive
payme,Проста супер,Positive
payme,Спасибо большое за удобный приложение,Positive
payme,bestofthebest,Positive
payme,super,Positive
payme,Почему невозможно добавить visa и mastercard?,Negative
payme,ajoyib dastur👍,Positive
payme,Отлично,Positive
payme,ishlashi zur minatdorman,Positive
payme,очень удобное приложение,Positive
payme,super,Positive
payme,Уже несколько лет пользуюсь очень доволен,Positive
payme,нормальный,Positive
payme,zur,Positive
payme,Отлично,Positive
payme,👍,Positive
payme,отлично,Positive
payme,Спасибо самое лучшее приложение😺😺👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👀👀👀👀👀👀👀👀,Positive
payme,super,Positive
payme,очень хорошая обслуга,Positive
payme,zur,Positive
payme,"Подтверждение оплаты в виде смс просто убивает, зарегестрирован на другом номере каторый, находящийся на другом телевоне, и приходиться использовать каждый раз другой телефон",Negative
payme,Zor,Positive
payme,Очень приятно и удобно работать с этой программой,Positive
payme,"Ilova ishlash prinsipi buzilgan bahonasi ko‘p, har oy abonent to‘lovi oladi vaholangki, boshqa hech qaysi ilova bunday emas, shundoq ekan to‘g‘ri ishlatib qo‘ysin hamma funksiyasini, umuman qoniqarsiz yana hamyon ochilmadi, blocklangan blokni ochish kodi hato deb habar beradi, habarlarda bor bo‘lsa ham o‘sha kodni ham xato deydi qisqasi eng dabdala ilova",Negative
payme,ребята вы супер,Positive
payme,rahmat,Positive
payme,Всё отлично,Positive
payme,"Отлично,удобно!",Positive
payme,eng zor va eng qulay,Positive
payme,Yaxshi ilova ekan Raxmat,Positive
payme,"Видимо SMM-специалиста по блату в Payme устроили.. Очень печально. Обратную связь продвинутые организации воспринимают как инструмент для развития, хотя кому я это пишу:) Бесплатный совет: ответы в формате ""если не нравится, то валите"" никак не повысят лояльность ваших клиентов. А если не знаете, как ответить без использования скрытой агрессии, то лучше проигнорируйте комментарий. В надежде, что кто-нибудь из руководства это прочтёт и предпримет меры по отношению к неопытному работнику.. Спасибо",Positive
payme,👌👌👌👍👍👍,Positive
payme,Вообще плохо работает. Коммунальные услуги не отслеживается. Оплатила услуги не видно что деньги пришли и что расходуется тоже не видно.,Negative
payme,excellent,Positive
payme,zor pragrama qulay,Positive
payme,"Вопрос разрабам, обясните свою логику, я хотел пройти идентификацию и там в моменте фотки паспорта страницы с фото Вы сделали автофото без кнопки, Во 1 камера в приложении ухудшает качество фото, во 2 фоткает сам когда хз что ( а на инструкции написано что фото должно быть без бликов, четкое и тд) так, а на 2 этапе фотки есть это кнопка, гдэ уже не нужна, вы сделали в приложении такую фукцию которая считает что фото сойдёт(ваш AI) и потом отклоняет ее, дайте юзеру фоткать самому, гдэ логика?",Positive
payme,Я не могу восстановить пароль ка я поменяла телефон,Negative
payme,"VIRTUAL vizadan foyfalanib bo‘lmaydi. FAQAT pulni qabul qiladi. O‘TKAZISH, to‘lov qilish yo‘q. XULLAS 1 tiyin. TEZ kunda deganlaringga ham yaqinda 1 yil bo‘ladi. ZUMRAD dan o‘rganinglar.",Negative
payme,Super 👍👌,Positive
payme,супер!!!,Positive
payme,zorkuuu,Positive
payme,отлично,Positive
payme,zur,Positive
payme,👍🏻,Positive
payme,super,Positive
payme,yaxshi emas,Positive
payme,Всё привет!🖐 Это приложения очень очень хорошая 😎👍😍❤❤👍👍,Positive
payme,judaham ajoyib qulay,Positive
payme,👍🏻👍🏻,Positive
payme,👍,Positive
payme,Все отлично!,Positive
payme,"Отличное предложение. Нареканий, нет.",Positive
payme,Super,Positive
payme,Очень хороший выбор для меня,Positive
payme,Хороший приложения,Positive
payme,"Здравствуйте уважаемые разработчики ваше приложение PAYME самая лучшая из конкурентов . Если снизит с 1% на 0.30% подумайте пожалуйста , основная часть вашых клиентов переходят на 1) ANOR 0% до 5.000.000 а после 0.35% 2) DAVR 0% до 20.000.000 а после 0.35%",Negative
payme,"Который раз обновляю приложение в надежде что на андроиде, при идентификации на визу карту , можно было выбрать паспорт или ID карту для фото. На айфоне приложение спрашивает , а на андроиде нет . Исправьте пожалуйста эту проблему",Negative
payme,👍👍👍👍,Positive
payme,ishlashi judayam zur,Positive
payme,👍👍,Positive
payme,иногда не работает,Negative
payme,отлично,Positive
payme,Супер,Positive
payme,ok good,Positive
payme,Хорошое приложение,Positive
payme,zor programma akan,Positive
payme,👍👍👍,Positive
payme,Приложение не работает,Negative
payme,good job,Positive
payme,evos zor ishlarkan,Positive
payme,🤩👍✨,Positive
payme,спасибо за услугу,Positive
payme,good,Positive
payme,"Kirim chiqim bo'limida xatolik bor, 6 kunlik kirim chiqimni ko'rsatmayapti, kecha ko'rsatgan edi bugun yo'q",Negative
payme,очень удобное предложение,Positive
payme,"Почему то у меня мониторинг платежей показывает только за сегодня...никак не пойму..а так нравилось это приложение,очень удобное ,особенно с чеками и историей платежа..разработчики помогите пжл!!",Positive
payme,"Здравствуйте. Очень расстроилась. Нужно было перекинуть на другую карту 100 тыс. Перекинули, написано ""успешно выполнено."" Попросили отправить чек, а чек почему-то показывает что перевелось только 60 тысяч. Мониторинг не грузит и не показывает остальные 40 тысяч. А без чека они не могут проверить оплату. Что с этим можно сделать??:((((((((((",Negative
payme,отлично,Positive
payme,Каждый месяц больше 20 милионов потрачу но нечего не вышло КЛИК лучше хотя бы кешбек дадут.,Negative
payme,Zor,Positive
payme,отлично,Positive
payme,"Почему не получается перевести деньги с кошелька payme на виртуальную карту виза? В первый раз все было нормально,но потом при попытке перевода пишет что не смогли подобрать комиссию,и так каждый раз!",Negative
payme,Уважаемый разработчики ваша приложение стало очень плохо работать сделайте что нибудь,Negative
payme,Супер),Positive
payme,всё прекрасно,Positive
payme,Работает четко и точно. Всем советую.,Positive
payme,удобно и быстро. Надеюсь сбоев в системе не будут. Удачи Вам!!,Positive
payme,🔥🔥🔥,Positive
payme,отлично,Positive
payme,мне нравится спасибо вам за приложения очень хороший,Positive
payme,👍,Positive
payme,Удобно,Positive
payme,"хорошее приложении, только есть пару предложений почему б вам не сделать тоже кеш бэк как в клике , мелочь а приятно все же .. и второе это уже важнее хорошо б сделать так что б люди сами могли удолять некоторые действия,чеки переводы и т.д.,",Positive
payme,хорошо,Positive
payme,zor,Positive
payme,zor ilova,Positive
payme,Очень удобно,Positive
payme,zor,Positive
payme,good service,Positive
payme,zor,Positive
payme,shunchaki klass👍👍👍,Positive
payme,Очень удобно. По некоторым параметрам даже удобнее чем Клик.,Positive
payme,Oxirgi vaqt ko‘p uzur so‘rayapsizlar. To'lovlarni ko'rsatmayapti. Boshqa ilovaga o‘tish kerak sheklli,Positive
payme,"В кол центре очень плохое и грубое обшения с клиентами, и недовольным образом отвечает оператор",Negative
payme,отличное приложение.,Positive
payme,Спасибо ! 👍,Positive
payme,zor,Positive
payme,хорошо,Positive
payme,супер,Positive
payme,очень удобно,Positive
payme,👍,Positive
payme,отлично,Positive
payme,нормально,Positive
payme,Перестали обновляться счета коммунальных услуг - висят старые показатели. Очень неудобно.,Negative
payme,Nega pul yechvolasila har oyda agar pul tushgani va yechilgani haqida habar bermasela?! umuman ishlamayapti manitoring!,Negative
payme,super,Positive
payme,good,Positive
payme,zor,Positive
payme,bla super manga yoqdi ayniqsa kamunal...gai. .mib laga tolashga zor,Positive
payme,yaxshi,Positive
payme,👍,Positive
payme,молодцы я вас люблю,Positive
payme,Отлично,Positive
payme,хорошее приложение,Positive
payme,👍,Positive
payme,zur yaxshiyu faqat oflayn ishlamay qolasi telifin nomerlarga pul tashashga,Positive
payme,очень удобно,Positive
payme,yaxshi,Positive
payme,отлично,Positive
payme,супер,Positive
payme,zor,Positive
payme,zor,Positive
payme,"Если бы ещё и услуги уменьшили, ну а так очень удобно",Positive
payme,отлично,Positive
payme,Бу программа олдин яхшиди хозир бу программани ишлатиб барака топмисан пулини ечади тулаган жойга тушмиди. Кулаб куватлашига телефон килиб сабабини сурасанг тушунтириб беролмиди факат кайфиятинг бизилгани колади,Negative
payme,great,Positive
payme,Payme плохо работает,Negative
payme,👍👍👍👍👍👍,Positive
payme,супер,Positive
payme,почему не работает,Negative
payme,Пейми на столько стало конченным что уже просто в приложение не могу войти. Что за уродство создаёте разработчики?!! Столько нервы офигеть можно. Просто слов нет. Лвоаоабвдвьаоалвжывдаолвьвьвьвьлвдвлвлалаьаьаьововлвловвовлыдививнургкш так обматерить охота вас.,Negative
payme,Данное время преложение не работает😏 5.04.2022,Negative
payme,Хорошое приложение,Positive
payme,После последнего обновления проблемы со входом,Negative
payme,"Либо сделайте сервис нормальный, чтобы работало всегда либо удалите приложении отсюда!",Positive
payme,👍👍,Positive
payme,спасибо большое,Positive
payme,Очень удобная система оплаты. Не надо стоять в очереди в банке. Сидя дома оплатил все услуги и всё!,Negative
payme,супер,Positive
payme,"Eng zo'r ilova, faqat texnik ishlar sababli komunal to'lov to'lolmay qolgan kunlarimiz uzilishlarga uchrab turibmiz.",Positive
payme,👍👍👍👍👍,Positive
payme,super,Positive
payme,очень отлично,Positive
payme,отличное приложение,Positive
payme,отлично👍👏,Positive
payme,"Доброго времени суток, а я так поняла регистрация только по Узбекистанским номерам, это закрытая база? Не международная ..",Negative
payme,работайте хорошо!Рахмат!,Positive
payme,отлично,Positive
payme,yahshi ishlashlari rahmat,Positive
payme,отлично,Positive
payme,удобно.,Positive
payme,отлично работает,Positive
payme,👍,Positive
payme,Приятно иметь дело с этим приложением 🙏👍,Positive
payme,Assalom alekum man paymega savol bermoqchi edim Tokni aniq summasini nega korsatmayapti????????? Sms xabarnomani o'chganini uydan turib aniqlab bo'ladimi?????? Raxmat oldindan,Negative
payme,очень удобно оплачивать все)),Positive
payme,zur,Positive
payme,очень удобное приложение. спасибо разработчикам,Positive
payme,У меня уже больше недели не показывает баланс электричество и газа,Negative
payme,😆😆😆😆👍👍🤠😲😲😲😲💪💪💪,Positive
payme,payme zor,Positive
payme,rahmat,Positive
payme,"Всё отлично. Было бы супер, если в оплату Игры и социальные сети добавили игру Call of Duty. Это так же многопользовательская игра, в которую играют большинство пользователей, как и в PUBG. Буду ждать этой функции по оплате игры Call of Duty.",Positive
payme,отличное приложение !!!,Positive
payme,очень хорошо работает,Positive
payme,супер,Positive
payme,yaxshi,Positive
payme,супер,Positive
payme,супер,Positive
payme,Программа отлично работает,Positive
payme,Super,Positive
payme,отлично,Positive
payme,спасибо,Positive
payme,"👍👍👍очень удобное приложение, огромное спасибо создателям",Positive
payme,супер,Positive
payme,shunchaki ajoyib,Positive
payme,👍,Positive
payme,вполне удобное приложение но только смс по приходу приходит медленно,Positive
payme,проста супер,Positive
payme,дарагие разработчики дабавте оплату на игру мобил легенд банг банг тоже пожалуйста,Negative
payme,Super,Positive
payme,людям нужен бонус 😊,Positive
payme,zor,Positive
payme,zor,Positive
payme,просто супер программа,Positive
payme,Peyme zor vaj,Positive
payme,Hammaga tavsiya qilaman.,Positive
payme,Супер,Positive
payme,Super eng qulay va zor ilova 👍👍👍👍,Positive
payme,zur gab yuq,Positive
payme,норм приложение!!! нужен cashback,Positive
payme,почему-то в последнее неделю очень глючит,Negative
payme,отличное приложения,Positive
payme,zur,Positive
payme,хороший 👍,Positive
payme,RAXMAT YAXSHI ISHLAYABDI. USLUGANI BIROZ KAMAYTIRISH KERAK HOLOS❤,Positive
payme,нормик,Positive
payme,Месяц не показывает баланс электроэнерго.Плохо,Negative
payme,👍,Positive
payme,отличное приложение,Positive
payme,Отличное приложение,Positive
payme,хороший приложения,Positive
payme,отлично....,Positive
payme,хорошее приложения но было бы хорошо если она работала бы ещё с киви кошелька вообще было бы класс,Positive
payme,"хорошее приложение, удобное",Positive
payme,No comment 👍,Positive
payme,Вообще не работает. Вы есть или вас нет?Может нам тогда альтернативное приложение скачать?,Negative
payme,Объявлениядан олдин элекроэнергия счётчик показянасини хар кунлик расходини курсатар эди хозир йук пул ташласанг хам курсаткич узгармайди.Шуни тугирлаб куйинглар.,Negative
payme,👍👍👍👍👍,Positive
payme,zur..,Positive
payme,Хороши 😉😉😉,Positive
payme,juda qulay va onson pridlojenya xammaga tavsiya qilaan barcha dugonalarimga ham payme ilovani yuklab olihsni tavsiya qilaman,Positive
payme,zor,Positive
payme,спасибо! очень удобно.,Positive
payme,Отличное приложение.,Positive
payme,zor,Positive
payme,отлично,Positive
payme,хороший 👍,Positive
payme,pul o'tkazishda komissiyani qaytadan ko'rib chiqilsa yaxshi bo'lardi!!!???,Positive
payme,Chotki Onlayn Visa Carta Ochsa Bõladi Hamma Tõlovga Ishlaydi,Positive
payme,спасибо разработчикам,Positive
payme,Здравствуйте. Почему то я покупаю у вас на игру Пабг мобайл 60UC 5 раз но один использовался а все осталные почему то исползованы но я их не использовал можете со мной связатся,Negative
payme,Не показывает корректный баланс газа и электричества. Исправьте пожалуйста уважаемые разработчики!,Negative
payme,"Отличное, очень даже удобное приложение...",Positive
payme,super,Positive
payme,🤗👍,Positive
payme,payme eng zori,Positive
payme,👍👍👍👍👍👍👍,Positive
payme,"Показания коммунальных услуг не обновляется, что за проблема???",Negative
payme,После обновления исчез детали платежа за свет можно вернуть их назад ?......а за газ он катался.,Negative
payme,👍,Positive
payme,zor,Positive
payme,juda qulay va yaxshi,Positive
payme,"Система кэшбек не грамотно разработано. Накапливаеш балл и никуда несможешь использовать . В системе PAYNET кэшбек лучше. Сразу на кошелек 2,2 % . А здесь балл . Не знаешь сколько кэшбек заработал даже.",Negative
payme,Хороший прилаженя,Positive
payme,Хорошая программа. У меня пока проблем не была. Работает чётко.,Positive
payme,👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👌,Positive
payme,Супер,Positive
payme,Отличное предложение мне очень понравилось как она работает спасибо разработчикам,Positive
payme,"отличное приложение, даже с учётом оплаты за услугу",Positive
payme,zor,Positive
payme,супер,Positive
payme,zor,Positive
payme,отличный сервис! все четко и быстро! молодцы создатели. экономят наше время!,Positive
payme,👍👌,Positive
payme,zurrr,Positive
payme,Супер Праграмма,Positive
payme,"Не могу увидеть ни счёт газа ни света не показывает, уже неделя, исправьте пожалуйста!",Negative
payme,"Раньше можно было сразу видеть баланс на сохраненных платежах, например, за газ, свет и т.д. А сейчас нужно заходить в оплату потом в ""деталях"" можно посмотреть. Это произошло после обновления. Сделайте как было раньше",Negative
payme,Почему 4 звёзды скажу сейчас.Разработчики вы зачем в обновлении сделали так зачем? .когда я хочу перевести деньги из карты на карту мне надо ждать код .вот поэтому пожалуйста сделайте так чтобы не надо было ждать кода .просто сделайте чтобы этого кода просто не было в старой версии было вообще круто не надо было ждать этот код Если сделаете чтобы этого кода не было то потом поставлю 5 звёзд. Поймите меня правильно. Просто сделайте чтобы этого кода не было,Negative
payme,Последние несколько дней не обновляет данные коммунальных услуг о состоянии лицевых счетов Надеюсь эту проблему устранят,Negative
payme,zor,Positive
payme,👍,Positive
payme,"Очень удобная, полезная программа, спасибо",Positive
payme,Последние время не показывает баланс электроэнергии. Раньше всё было хорошо.,Positive
payme,Вапше булмайди бу пайме деганлари садик туловлари утмайди. Пулим каерга кетган хайронман. Реклама хам куп,Negative
payme,Мусор приложение всегда просит индентификацию уберити это .бумаса шишини амига скаман хорошо?,Positive
payme,Не скачайте просит индитификацию надоел не могу отправить деньги.У меня на кошелек остался,Negative
payme,Payme Uzbekistondagi eng zo'r app 😎 Faqat sal qimmatde uslugalari,Positive
payme,самый лучший вариант для вас,Positive
payme,super,Positive
payme,zor.....,Positive
payme,очень хорошая приложения,Positive
payme,👍,Positive
payme,zor sifati,Positive
payme,супер,Positive
payme,очень удобно..,Positive
payme,отлично работает 👍👍👍🤝🤝🤝,Positive
payme,Хорошо,Positive
payme,👍👍👍,Positive
payme,zo'r,Positive
payme,Приложение очень удобно 👍,Positive
payme,отличное приложение. пользуюсь им уже больше 2 лет,Positive
payme,очень удобно,Positive
payme,очень удобно👍👍👍,Positive
payme,"стал плохо работать в последнее время,и не приходят СМС уведомления о расходах",Negative
payme,Xizmat koʻrsatish a'lo darajada,Positive
payme,yaxshi,Positive
payme,Zur,Positive
payme,удобно,Positive
payme,очень лехго и удобно,Positive
payme,отлично,Positive
payme,все в норме,Positive
payme,Отлично 👍👍👍👍👍👍👍,Positive
payme,"только установила, пока работает не плохо. Но, хорошо было бы без интернета работал это Payme",Positive
payme,"приложение супер, всё работает, мне нравится",Positive
payme,удобно,Positive
payme,хорошо,Positive
payme,Приложение супер,Positive
payme,👍👍👍👍,Positive
payme,👍,Positive
payme,👍,Positive
payme,zur,Positive
payme,Пайми мой единственный источник дохода .Я пенсию получаю через него.по этому надо им высокую оценку дать.Ато без пенсии останус. Шутка.,Negative
payme,👍,Positive
payme,спасибо!,Positive
payme,👍👍👍👍👍,Positive
payme,все классно работает спасибо разрабам!!!,Positive
payme,Супер! Классное приложение!!!👍,Positive
payme,супер,Positive
payme,"Здраствуйте! Почему теперь нельзя скидывать деньги с PayMe card без иденфикации? Раньше было нормально, а теперь полное дно, нельзя никак тратить деньги если ты без паспорта...",Positive
payme,очень удобно прложнеия,Positive
payme,"Qulay, ishonchli, chiroyli interfeys, to'lov cheklarini yaxshi saqlaydi",Positive
payme,Очень удобное приложение,Positive
payme,👍👍👍👍👍,Positive
payme,👍👍👍👍👍,Positive
payme,zor,Positive
payme,люблю ❤️ очень просто обожаю 😍,Positive
payme,👍👍👍👍👍👍,Positive
payme,"отлично все работало у вас .мне очень нравилось! А сейчас кошмар,ничего оплатить почти не могу",Positive
payme,очень быстрый обслуживание мне очень нравится 💋,Positive
payme,супер,Positive
payme,Very good!,Positive
payme,"prilojeniya zo'r, faqat foydalanuvchilarga yanada qulaylik yaratish maqsadida keshbek yoki har xil yutuqli o'yinlar yoki shunga o'xshagan boshqa variantlarni ko'proq tadbiq qilish kerak degan taklifni beraman, shunda foydalanuvchilar oqimi yanada ko'payadi",Positive
payme,Хорошо работает,Positive
payme,juda qulay,Positive
payme,Супер,Positive
payme,"У меня само собой удалилось приложение, теперь вновь скачала вылетает все время",Negative
payme,Нормально,Positive
payme,zo'r,Positive
payme,yoqdi,Positive
payme,Приложение Супер.Пользуюсь давно.Функциональное на все 5+. Спасибо разработчикам 👍,Positive
payme,zor ekan,Positive
payme,"Zor, gap yoq",Positive
payme,Zor programma,Positive
payme,bek.judo payme zur ekan,Positive
payme,Пока всё хорошо.,Positive
payme,все хорошо. Спасибо.,Positive
payme,super,Positive
payme,хорошо,Positive
payme,супер,Positive
payme,👍👍,Positive
payme,"Telefon hisobiga OFFLAYN to'lov qilish funksiyasi yo'q ,aziz dasturchilar! Offlayn aloqaga to'lov funksiyasini qo'shinglar?",Negative
payme,хорошая приложение,Positive
payme,"В принципе нормальное приложение, никаких нареканий. Пользуюсь, уже 1,5 года",Positive
payme,хорошо,Positive
payme,👍👍👍👍,Positive
payme,отлично программы,Positive
payme,Просто супер😊,Positive
payme,спасибо вам за ваш труд,Positive
payme,Мне нравится,Positive
payme,Отличное приложение!!!! Пользуюсь только им,Positive
payme,работает хорошо. когда необходимо всегда можно оплатить или сделать перевод,Positive
payme,очень хорошое и удобное приложение,Positive
payme,Не показывает изменения ежедневные показания баланса газа и эл.энергии,Negative
payme,отличное приложение,Positive
payme,Отлично работает,Positive
payme,очень хороший приложение и удобно,Positive
payme,хороший отзыв,Positive
payme,мне все пока нравится,Positive
payme,"Более поду года использования, полет нормальный! Очень удобное приложение!",Positive
payme,супер,Positive
payme,классно супер,Positive
payme,часто тормозит в коммунальных платежах,Negative
payme,хорошая и удобная мне очень нравится спасибо вам,Positive
payme,Очень плохо раньше было копирование платежей например на atto и.т.д а сейчас закрыто,Negative
payme,zur,Positive
payme,отлично,Positive
payme,супер,Positive
payme,zor lekin,Positive
payme,zor,Positive
payme,"Eng universal,eng qulay ilova",Positive
payme,👍,Positive
payme,удобно,Positive
payme,приложения отлично,Positive
payme,Yaxshi ilova tez va qulay. Kartadan kartaga pul òtkazmalarida keshbek joriy qilganlaringizda judaxam zòr bolgan bòlardi😊,Positive
payme,вы супер,Positive
payme,👍,Positive
payme,bankomatta humo kartaga naqd pul kiritib pul tuldirish iloji yuq bu paymega taluqlimi bilmadim gailar ko'p jarima qilib tashlaydi keyin aybsizlarni aybli boylar maza qilib yurovradi tuxtatomiydi tanish bilishlilarni,Negative
payme,отлично,Positive
payme,супер приложения,Positive
payme,👍,Positive
payme,"отличное приложение. моя палочка-выручалочка. все платежи в одном месте. пробовала разные, но осталась с пайми.",Positive
payme,👍👍👍,Positive
payme,👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,Positive
payme,отличное приложение в любое время можно узнать увидеть что к чему,Positive
payme,нормуль,Positive
payme,zor ilova,Positive
payme,"Здравствуйте, ребята, у вас уже который месяц глюк в приложении. Объясню. Вот сегодня, как и месяц назад, оплатил за школу ребенка. Оплата прошла успешно. Теперь мне необходимо зайти в мониторинг и оттуда заргузить или переслать чек за оплату в бухгалтерию школы. Но у меня не получается этого сделать. Так как при открытии вкладки мониторинга, вылетает из программы. Очищал кэш, переустанавливал прогу. Не помогает. Глюк системный. Исправьте, пожалуйста.",Negative
payme,Отличное приложение👍👍👍,Positive
payme,👍👍👍👍👍,Positive
payme,Работает отлично проблем никаких нет.,Positive
payme,всё отлично,Positive
payme,"Спасибо за ответ! Ещё один момент, очень часто после оплаты, не обновляется статус суммы платежа, либо наоборот даёт перебор по сумме. И не знаешь, идёшь ли ты в минус или плюс",Positive
payme,суперский приложени))),Positive
payme,очень хорошее преложение,Positive
payme,👍👍👍👍👍💯💯💯,Positive
payme,zor,Positive
payme,отличное приложение,Positive
payme,👍,Positive
payme,shunchakiy zoʻr ortiqcha gapga hojat yoʻq,Positive
payme,Отвратительное приложение!!! Не дают открыть онланйн визу карту. А как пользоваться своимеми средствави через из приложение так это можно...,Negative
payme,zor,Positive
payme,Очень удобный и быстрый способ оплаты. Работает быстро и хорошо. Спасибо большое.,Positive
payme,Zo'r,Positive
payme,zur pridlajiniya gap yuq,Positive
payme,salom bu pragrmma juda yaxshi ishlar ekan uydan chiqmagan holda ishlarizni bitarasiz,Positive
payme,good,Positive
payme,Хорошая программа,Positive
payme,zur,Positive
payme,супер,Positive
payme,"отличное приложение, хорошо выручает, не хватает лишь офлайн режима оплат, но в целом класс",Positive
payme,👍👍👍👍👍,Positive
payme,Приложение хорошее только пожалуйста сделайте так чтобы можно было покупать по больше количество UC в pubg mobil,Positive
payme,xammasi joyida ilova zoʻr faqat oʻtkazma uchun 1% chatoq mayli 05% boʻlsa yaxshi boʻlardi,Positive
payme,👍,Positive
payme,👌👍,Positive
payme,Zo'r gap bo'lishi mumkinmas,Positive
payme,"Универсальный, удобный",Positive
payme,Yoqdi rahmat,Positive
payme,Разрабы удалите это гамно. Не работает,Negative
payme,👌👌👌👌👌👍👍👍👍,Positive
payme,👍,Positive
payme,Почему не работает пайме,Negative
payme,"У меня не работает пейми( Я скачала второй раз, на втором разу уже вообще не работает",Negative
payme,juda ham ajoyib zo'r faqat ba'zi to'lovlani qilishni endi amalga oshirsela boldi dasturilar juda betakror bolar ekan rahmat hammaga,Positive
payme,juda yaxshi dastur.,Positive
payme,Здравствуйте сделайте донат в стандоф 2 и сразу исправлю на 5 звезды пожааалуйста,Negative
payme,удобно,Positive
payme,good,Positive
payme,"Что там натворили? Постоянно сбрасывает логин, приходится постоянно проходить регистрацию, при том что оформлена карта на жену, приходится постоянно ей звонить и отвлекать от работы чтобы спросить код. Ппц",Negative
payme,здравствуйте меня зовут Бекзод . хорошо работает спасибо,Positive
payme,хорошая программа,Positive
payme,просто супер,Positive
payme,👍👍👍,Positive
payme,Zorrrr,Positive
payme,👍👍👍👍👍👍👍👍,Positive
payme,Zoʻr,Positive
payme,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,Positive
payme,"Виртуальная карта не работает, хотела перевести деньги, не получается. В чём причина?",Negative
payme,прекрасно спасибо что вы есть,Positive
payme,super,Positive
payme,супер,Positive
payme,nice,Positive
payme,супер без слов,Positive
payme,ajoyib. tavsiya qilaman hammaga,Positive
payme,очень большой процент за перевод. по сравнению с апельсином. а так во многом удобно,Positive
payme,нормально,Positive
payme,Отлично,Positive
payme,Gap yo zor omadilani bersin,Positive
payme,супер,Positive
payme,qulay va tezkor,Positive
payme,"Хорошее приложение,удобно,но большой процент за переводы",Positive
payme,zor ishlashi,Positive
payme,очень удобное,Positive
payme,Zor yaxshi,Positive
payme,отличное приложение!,Positive
payme,Работает отлично,Positive
payme,zo'r,Positive
payme,"Несколько дней пытаюсь заплатить услуги, пишет технические работы Сколько? Всю неделю?",Negative
payme,Qoyil juda ham ajoyib usul. Bunaqasi buladi deb uylamagan edim. Ishlaringzga omad yor bulsin. Payme ilovasi juda zur,Positive
payme,super,Positive
payme,Супер,Positive
payme,"super, the most comfortable, thanks a lot",Positive
payme,"Уважаемые создатели этой чудесной программы, когда добавите функцию Кеш бек при оплате и за перевод денег? знаю есть функция накопление балов но кеш с 2% тами, вернее возврат бонусных денег при оплате это круто чем копить баллы и ждать свою удачу. НАДЕЮСЬ МОЯ ПРОСЬБА НЕ ОСТАНЕТСЯ БЕЗ ВАШЕГО ВНИМАНИЯ!? Я УВАЖАЮ ВАШЕ СТАРАНИЕ И БЛАГОДАРЮ ЗА ВСЁ я пользуюсь с Paynet том но у них часто бывает сбои и профилактики, если исполнится моя просьба!? тогда я буду пользоваться только этим приложением Payme",Positive
payme,удобно и доступно.,Positive
payme,zur,Positive
payme,Super,Positive
payme,Super,Positive
payme,👍👍👍👍👍,Positive
payme,все супер,Positive
payme,Yaxshi dastur bazi bazida ishlame qolishlarini hisobga olmaganda,Positive
payme,хорошо,Positive
payme,Raxmat zor,Positive
payme,Большой спасибо мне очень удобно работать с Payme,Positive
payme,Почему второй день не работает,Negative
payme,супер,Positive
payme,"Здравствуйте, было-бы хорошо если у вас тоже как на предложение Пайнет собирался кеш после оплаты.",Positive
payme,👍,Positive
payme,👍,Positive
payme,мне нравиться удобный,Positive
payme,zor,Positive
payme,хорошая программа правда оплата не всегда доступна на все ресурсы,Positive
payme,Ассалому алейкум менга бу илова жуда макул мен учун кулай ту'ловлар бу иловадан йиллар мобайнида фойдаланиябман сизларга рахмат,Negative
payme,zo'r,Positive
payme,проста супер👍,Positive
payme,спасибо вам.,Positive
payme,👍👍👍,Positive
payme,super payme,Positive
payme,best,Positive
payme,Zor,Positive
payme,👍👍👍👍👍спасибо огромное за приложение👍,Positive
payme,👍,Positive
payme,👍,Positive
payme,menga bu ilova yoqdi,Positive
payme,"Здравствуйте Второй день не работает приложение, вылетает. Уже удалила, заново скачала, даже не заходит в него. Что произошло?",Negative
payme,zur,Positive
payme,Максимально отвратительное обслуживание и долги ответ тех поддержки тупые зависания приложения невозможность внятно объяснить и снять ограничение.,Negative
payme,Payme zo'r viza kartaniham qabul qilsa yaxshi bo'lardi,Positive
payme,Работает спасибо так удобна,Positive
payme,judayam qulay ilova ishimizni yengillab beradi. raxmat pragramistlarga,Positive
payme,самый хороший программа,Positive
payme,Очен удобно,Positive
